"","Genotype","treatment","survival_frequency","Group","used","name","CS_number","country","latitude","longitude","altitude","group","DroughtIndex","Lifespan","Fruitnumber","RGR","rosetteDM","Growthrate","ScalingExponent","BTDAY","LDMC","LNC","SLA","StrucRes","Leaf_Area_mm2","Trichomes","SeedProd","LMR","Plant_Area_cm2","LLS","LN","TR","PN","ER","SLArosette","LDMCrosette","LT","GR","FITC","VD","LMA","Amass","Narea","AmassPlant","RER","AnnualMeanTemp","MeanTempDiurnalRange","Iso.thermality","TempSeasonality","MaxTempWarmestMonth","MinTempColdestMonth","TempAnnualRange","MeanTempWettestQuarter","MeanTempDriestQuarter","MeanTempWarmestQuarter","MeanTempColdestQuarter","AnnualPrecipitation","PrecipitationWettestMonth","PrecipitationDriestMonth","PrecipitationSeasonality","PrecipitationWettestQuarter","PrecipitationDriestQuarter","PrecipitationWarmestQuarter","PrecipitationColdestQuarter","AI","PET","P50","LeafArea_mm2","SLA_m2.kg","LDMC_mg.g","RWC"
"1","6009","WD-HT",0.95,"north","yes","Eden-1","CS76826","SWE",62.877,18.177,90,"north_sweden",NA,90.5,99,93.70578534,1190.025,13.14944751,0.589652045,98.62910899,186.1783616,0.883333333,22.27498777,0.060065204,0.585836328,26.75,NA,NA,42.3522,31,76,2.955325336,6.525974,1.624664016,16.19328791,0.196296957,3.441340782,0.100329471,NA,5.888437029,96.08938547,67.91565965,0.084878957,NA,0.08022975,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2596,0.052,-2.275,147.2394726,47.8311317847955,77.2737735945572,88.2116975359822
"2","6009","WW-LT",0.9,"north","yes","Eden-1","CS76826","SWE",62.877,18.177,90,"north_sweden",NA,90.5,99,93.70578534,1190.025,13.14944751,0.589652045,98.62910899,186.1783616,0.883333333,22.27498777,0.060065204,0.585836328,26.75,NA,NA,42.3522,31,76,2.955325336,6.525974,1.624664016,16.19328791,0.196296957,3.441340782,0.100329471,NA,5.888437029,96.08938547,67.91565965,0.084878957,NA,0.08022975,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2596,0.052,-2.275,147.2394726,47.8311317847955,77.2737735945572,88.2116975359822
"3","6009","WW-HT",1,"north","yes","Eden-1","CS76826","SWE",62.877,18.177,90,"north_sweden",NA,90.5,99,93.70578534,1190.025,13.14944751,0.589652045,98.62910899,186.1783616,0.883333333,22.27498777,0.060065204,0.585836328,26.75,NA,NA,42.3522,31,76,2.955325336,6.525974,1.624664016,16.19328791,0.196296957,3.441340782,0.100329471,NA,5.888437029,96.08938547,67.91565965,0.084878957,NA,0.08022975,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2596,0.052,-2.275,147.2394726,47.8311317847955,77.2737735945572,88.2116975359822
"4","6009","WW-CT",1,"north","yes","Eden-1","CS76826","SWE",62.877,18.177,90,"north_sweden",NA,90.5,99,93.70578534,1190.025,13.14944751,0.589652045,98.62910899,186.1783616,0.883333333,22.27498777,0.060065204,0.585836328,26.75,NA,NA,42.3522,31,76,2.955325336,6.525974,1.624664016,16.19328791,0.196296957,3.441340782,0.100329471,NA,5.888437029,96.08938547,67.91565965,0.084878957,NA,0.08022975,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2596,0.052,-2.275,147.2394726,47.8311317847955,77.2737735945572,88.2116975359822
"5","6009","WD-LT",0.789473684210526,"north","yes","Eden-1","CS76826","SWE",62.877,18.177,90,"north_sweden",NA,90.5,99,93.70578534,1190.025,13.14944751,0.589652045,98.62910899,186.1783616,0.883333333,22.27498777,0.060065204,0.585836328,26.75,NA,NA,42.3522,31,76,2.955325336,6.525974,1.624664016,16.19328791,0.196296957,3.441340782,0.100329471,NA,5.888437029,96.08938547,67.91565965,0.084878957,NA,0.08022975,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2596,0.052,-2.275,147.2394726,47.8311317847955,77.2737735945572,88.2116975359822
"6","6074","WD-LT",0.789473684210526,"north","yes","Ör-1","CS77150","SWE",56.4573,16.1308,2,"south_sweden",-0.000262771,93.5,57,149.6812424,1705.865,18.24454545,0.546867621,102.75,194.1504003,0.86,24.41370964,0.062607914,0.518474547,23.25,NA,36.888,63.030725,33,55,2.349016657,4.823726667,1.830392554,31.96134838,0.125760668,4.323774283,0.05726894,NA,7.188088801,33.11748381,145.6549868,0.028481036,23.10181937,0.110511024,7.7,6.3,2.5,651.7,21.3,-3.1,24.4,15.7,2.1,16.3,-0.3,520,61,31,22,169,93,154,117,0.8781,0.0591,NA,172.8359395,43.757857543793,87.0114545275007,79.7152902206505
"7","6074","WW-LT",0.9,"north","yes","Ör-1","CS77150","SWE",56.4573,16.1308,2,"south_sweden",-0.000262771,93.5,57,149.6812424,1705.865,18.24454545,0.546867621,102.75,194.1504003,0.86,24.41370964,0.062607914,0.518474547,23.25,NA,36.888,63.030725,33,55,2.349016657,4.823726667,1.830392554,31.96134838,0.125760668,4.323774283,0.05726894,NA,7.188088801,33.11748381,145.6549868,0.028481036,23.10181937,0.110511024,7.7,6.3,2.5,651.7,21.3,-3.1,24.4,15.7,2.1,16.3,-0.3,520,61,31,22,169,93,154,117,0.8781,0.0591,NA,172.8359395,43.757857543793,87.0114545275007,79.7152902206505
"8","6074","WW-HT",1,"north","yes","Ör-1","CS77150","SWE",56.4573,16.1308,2,"south_sweden",-0.000262771,93.5,57,149.6812424,1705.865,18.24454545,0.546867621,102.75,194.1504003,0.86,24.41370964,0.062607914,0.518474547,23.25,NA,36.888,63.030725,33,55,2.349016657,4.823726667,1.830392554,31.96134838,0.125760668,4.323774283,0.05726894,NA,7.188088801,33.11748381,145.6549868,0.028481036,23.10181937,0.110511024,7.7,6.3,2.5,651.7,21.3,-3.1,24.4,15.7,2.1,16.3,-0.3,520,61,31,22,169,93,154,117,0.8781,0.0591,NA,172.8359395,43.757857543793,87.0114545275007,79.7152902206505
"9","6074","WW-CT",1,"north","yes","Ör-1","CS77150","SWE",56.4573,16.1308,2,"south_sweden",-0.000262771,93.5,57,149.6812424,1705.865,18.24454545,0.546867621,102.75,194.1504003,0.86,24.41370964,0.062607914,0.518474547,23.25,NA,36.888,63.030725,33,55,2.349016657,4.823726667,1.830392554,31.96134838,0.125760668,4.323774283,0.05726894,NA,7.188088801,33.11748381,145.6549868,0.028481036,23.10181937,0.110511024,7.7,6.3,2.5,651.7,21.3,-3.1,24.4,15.7,2.1,16.3,-0.3,520,61,31,22,169,93,154,117,0.8781,0.0591,NA,172.8359395,43.757857543793,87.0114545275007,79.7152902206505
"10","6074","WD-HT",0.9,"north","yes","Ör-1","CS77150","SWE",56.4573,16.1308,2,"south_sweden",-0.000262771,93.5,57,149.6812424,1705.865,18.24454545,0.546867621,102.75,194.1504003,0.86,24.41370964,0.062607914,0.518474547,23.25,NA,36.888,63.030725,33,55,2.349016657,4.823726667,1.830392554,31.96134838,0.125760668,4.323774283,0.05726894,NA,7.188088801,33.11748381,145.6549868,0.028481036,23.10181937,0.110511024,7.7,6.3,2.5,651.7,21.3,-3.1,24.4,15.7,2.1,16.3,-0.3,520,61,31,22,169,93,154,117,0.8781,0.0591,NA,172.8359395,43.757857543793,87.0114545275007,79.7152902206505
"11","6177","WW-CT",1,"north","yes","TÄL 03","CS77338","SWE",62.6322,17.69,137,"north_sweden",0.000490232,64,45.5,115.7140464,940.105,14.68914063,0.617660853,97.77196613,169.5634845,2.1025,35.81601565,0.048081426,0.566629634,20.42139079,NA,36.555,62.16556667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,8.4,2.5,834.9,19.7,-12.9,32.6,12.6,-3.4,13.8,-7.8,682,77,40,23,219,125,193,152,1.3115,0.052,NA,192.46786915,42.4757953920491,94.3684450524397,93.6292839158661
"12","6177","WW-LT",1,"north","yes","TÄL 03","CS77338","SWE",62.6322,17.69,137,"north_sweden",0.000490232,64,45.5,115.7140464,940.105,14.68914063,0.617660853,97.77196613,169.5634845,2.1025,35.81601565,0.048081426,0.566629634,20.42139079,NA,36.555,62.16556667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,8.4,2.5,834.9,19.7,-12.9,32.6,12.6,-3.4,13.8,-7.8,682,77,40,23,219,125,193,152,1.3115,0.052,NA,192.46786915,42.4757953920491,94.3684450524397,93.6292839158661
"13","6177","WW-HT",1,"north","yes","TÄL 03","CS77338","SWE",62.6322,17.69,137,"north_sweden",0.000490232,64,45.5,115.7140464,940.105,14.68914063,0.617660853,97.77196613,169.5634845,2.1025,35.81601565,0.048081426,0.566629634,20.42139079,NA,36.555,62.16556667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,8.4,2.5,834.9,19.7,-12.9,32.6,12.6,-3.4,13.8,-7.8,682,77,40,23,219,125,193,152,1.3115,0.052,NA,192.46786915,42.4757953920491,94.3684450524397,93.6292839158661
"14","6177","WD-LT",0.75,"north","yes","TÄL 03","CS77338","SWE",62.6322,17.69,137,"north_sweden",0.000490232,64,45.5,115.7140464,940.105,14.68914063,0.617660853,97.77196613,169.5634845,2.1025,35.81601565,0.048081426,0.566629634,20.42139079,NA,36.555,62.16556667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,8.4,2.5,834.9,19.7,-12.9,32.6,12.6,-3.4,13.8,-7.8,682,77,40,23,219,125,193,152,1.3115,0.052,NA,192.46786915,42.4757953920491,94.3684450524397,93.6292839158661
"15","6177","WD-HT",0.9,"north","yes","TÄL 03","CS77338","SWE",62.6322,17.69,137,"north_sweden",0.000490232,64,45.5,115.7140464,940.105,14.68914063,0.617660853,97.77196613,169.5634845,2.1025,35.81601565,0.048081426,0.566629634,20.42139079,NA,36.555,62.16556667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,8.4,2.5,834.9,19.7,-12.9,32.6,12.6,-3.4,13.8,-7.8,682,77,40,23,219,125,193,152,1.3115,0.052,NA,192.46786915,42.4757953920491,94.3684450524397,93.6292839158661
"16","6184","WW-HT",1,"north","yes","TBÖ 01","CS77343","SWE",62.8892,18.4522,21,"north_sweden",0.000107075,76,54,92.39410056,961.81,12.65539474,0.614948898,100.0576804,246.6396979,1.465,22.04687654,0.07145992,0.544402396,29.125,-2.439660149,34.229,58.9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,8.2,2.4,865.8,20.7,-12.6,33.3,13.6,-3.2,14.8,-7.6,635,73,37,25,202,112,180,143,1.2011,0.0527,-2.125,145.58682105,41.2588734397076,84.3989203364203,88.5452391340621
"17","6184","WD-HT",0.75,"north","yes","TBÖ 01","CS77343","SWE",62.8892,18.4522,21,"north_sweden",0.000107075,76,54,92.39410056,961.81,12.65539474,0.614948898,100.0576804,246.6396979,1.465,22.04687654,0.07145992,0.544402396,29.125,-2.439660149,34.229,58.9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,8.2,2.4,865.8,20.7,-12.6,33.3,13.6,-3.2,14.8,-7.6,635,73,37,25,202,112,180,143,1.2011,0.0527,-2.125,145.58682105,41.2588734397076,84.3989203364203,88.5452391340621
"18","6184","WW-LT",1,"north","yes","TBÖ 01","CS77343","SWE",62.8892,18.4522,21,"north_sweden",0.000107075,76,54,92.39410056,961.81,12.65539474,0.614948898,100.0576804,246.6396979,1.465,22.04687654,0.07145992,0.544402396,29.125,-2.439660149,34.229,58.9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,8.2,2.4,865.8,20.7,-12.6,33.3,13.6,-3.2,14.8,-7.6,635,73,37,25,202,112,180,143,1.2011,0.0527,-2.125,145.58682105,41.2588734397076,84.3989203364203,88.5452391340621
"19","6184","WW-CT",1,"north","yes","TBÖ 01","CS77343","SWE",62.8892,18.4522,21,"north_sweden",0.000107075,76,54,92.39410056,961.81,12.65539474,0.614948898,100.0576804,246.6396979,1.465,22.04687654,0.07145992,0.544402396,29.125,-2.439660149,34.229,58.9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,8.2,2.4,865.8,20.7,-12.6,33.3,13.6,-3.2,14.8,-7.6,635,73,37,25,202,112,180,143,1.2011,0.0527,-2.125,145.58682105,41.2588734397076,84.3989203364203,88.5452391340621
"20","6184","WD-LT",0.7,"north","yes","TBÖ 01","CS77343","SWE",62.8892,18.4522,21,"north_sweden",0.000107075,76,54,92.39410056,961.81,12.65539474,0.614948898,100.0576804,246.6396979,1.465,22.04687654,0.07145992,0.544402396,29.125,-2.439660149,34.229,58.9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,8.2,2.4,865.8,20.7,-12.6,33.3,13.6,-3.2,14.8,-7.6,635,73,37,25,202,112,180,143,1.2011,0.0527,-2.125,145.58682105,41.2588734397076,84.3989203364203,88.5452391340621
"21","6209","WW-LT",0.85,"north","yes","TEDEN 02","CS77358","SWE",62.8836,18.1842,90,"north_sweden",0.000549565,87,122,82.18075397,984.725,11.31867816,0.612151381,106.3433947,283.3926058,1.396666667,19.88280367,0.054045714,0.458474547,26.42139079,10.35136766,36.729,36.52163333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2243,0.0526,-1.91,211.2181467,44.9419831151471,92.3120341446819,90.7735753817343
"22","6209","WD-LT",0.75,"north","yes","TEDEN 02","CS77358","SWE",62.8836,18.1842,90,"north_sweden",0.000549565,87,122,82.18075397,984.725,11.31867816,0.612151381,106.3433947,283.3926058,1.396666667,19.88280367,0.054045714,0.458474547,26.42139079,10.35136766,36.729,36.52163333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2243,0.0526,-1.91,211.2181467,44.9419831151471,92.3120341446819,90.7735753817343
"23","6209","WD-HT",0.842105263157895,"north","yes","TEDEN 02","CS77358","SWE",62.8836,18.1842,90,"north_sweden",0.000549565,87,122,82.18075397,984.725,11.31867816,0.612151381,106.3433947,283.3926058,1.396666667,19.88280367,0.054045714,0.458474547,26.42139079,10.35136766,36.729,36.52163333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2243,0.0526,-1.91,211.2181467,44.9419831151471,92.3120341446819,90.7735753817343
"24","6209","WW-HT",1,"north","yes","TEDEN 02","CS77358","SWE",62.8836,18.1842,90,"north_sweden",0.000549565,87,122,82.18075397,984.725,11.31867816,0.612151381,106.3433947,283.3926058,1.396666667,19.88280367,0.054045714,0.458474547,26.42139079,10.35136766,36.729,36.52163333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,8.2,2.4,861,20.3,-12.9,33.2,13.2,-3.5,14.4,-7.9,660,75,38,24,210,117,188,148,1.2243,0.0526,-1.91,211.2181467,44.9419831151471,92.3120341446819,90.7735753817343
